Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
05/05/2023 15:57:43," Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",O DESINTERESSE DOS ALUNOS NA MATÉRIA DE ACENTUAÇÃO GRÁFICA NA LÍNGUA PORTUGUESA,"O ensino-aprendizado sempre fez parte da história da humanidade, sendo sistematizado nas escolas. Contudo, no atual contexto da pandemia de 2020, as aulas passaram a ser online e tanto alunos quanto professores tiveram que se adaptar. Através da observação das aulas online ministradas em um Colégio particular da capital de São Paulo, para alunos do 5º ano, identificou-se o problema que será abordado, o desinteresse dos alunos no aprendizado da matéria de acentuação gráfica. A didática, psicologia educacional, avaliação educacional da aprendizagem são mencionadas porque possuem importância neste processo e será estudada com o recurso das metodologias ativas juntamente com a identificação do processo de cognição e a motivação. Utilizando a metodologia do Design Thinking - Metodologias Ativas foram exploradas a imersão nas aulas on-line de Português. Com esse método identificou-se o problema: o desinteresse dos alunos na matéria de acentuação gráfica. Para auxiliar a docente a reverter esse problema a ideação do que poderá ajudá-la foi criada. Introduzir o recurso digital Kahoot nas aulas para solucionar o problema.

",Acentuação gráfica,Aprendizagem,Dificuldades,Motivação,Metodologia Ativa; Kahoot; recursos digitais
05/05/2023 15:59:08," Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",O FEEDBACK PERSONALIZADO POR MEIO DE SOFTWARE DE AVALIAÇÃO DE ATIVIDADES QUALITATIVAS,"A Pandemia da Covid-19 impactou significativamente o processo de ensino-aprendizagem, o que fez emergir a adoção do ensino remoto como alternativa para continuidade dos estudos. Nesse sentido, a presente pesquisa sistematizou três demandas, existentes, que são expressas na necessidade de diversificação dos instrumentos de avaliação, uso de metodologias ativas e engajamento discente no processo de aprendizagem. Para tanto foi estabelecido como objetivo principal promover o desenvolvimento de estratégias de gestão da aprendizagem em percursos personalizados, utilizando-se atividades avaliativas inovadoras apoiadas por software de apoio a avaliação, correção e feedback. Optou-se pela metodologia de pesquisa do tipo intervenção que será desenvolvida ao longo do ano de 2022, finalizando no primeiro semestre de 2023, no curso de medicina, mais especificamente no componente curricular Conhecimento Integrado em Saúde (CIS) que utiliza a metodologia pedagógica ativa Problem Based Learning (PBL). Atualmente a pesquisa cumpre 3 etapas de desenvolvimento: 1) o diagnóstico das avaliações qualitativas do CIS por meio de entrevistas, grupo focal e questionários, 2) as estratégias de intervenção por meio do desenvolvimento de feedbacks para os critérios de avaliação já existentes e criação do protótipo de software de correção e feedback de avaliação qualitativa, e 3) a implantação e análise do impacto das intervenções, que nesse início de pesquisa, dizem respeito a receptividade por todos os sujeitos envolvidos no processo.

",avaliação inovadora,software de avaliação qualitativa,feedback de avaliação,percurso de aprendizagem personalizada,ND
05/05/2023 16:00:09," Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",OFICINAS DE CURSOS MOOC COMO PROPOSTA DE SALA DE AULA INVERTIDA EM TEMPOS DE ENSINO REMOTO,"Os cursos MOOC apresentam-se como alternativa diante do ensino remoto, possibilitando pessoas de qualquer lugar do mundo o acesso à conteúdos sobre diferentes áreas do conhecimento. Contudo, os MOOC são cursos de autoestudo e, geralmente, sem tutoria, tornando-se um problema para quem necessita de mediação e interação no processo de aprendizagem. O objetivo deste artigo foi relatar a experiência de oficinas mediadas de cursos MOOC sobre tecnologias educacionais como proposta de sala de aula invertida, adaptada ao ensino remoto. As oficinas, organizadas pela coordenação da Universidade Aberta do Brasil (UAB) do Instituto Federal do Espírito Santo (Ifes), foram realizadas em 2020 e 2021. A coleta de dados se deu através de observação participante e análise documental de relatórios elaborados pelos coordenadores de polo da UAB participantes. Os resultados indicaram que
as oficinas possibilitaram a construção de conhecimentos acerca das principais tecnologias que
auxiliam e enriquecem o processo de ensino e aprendizagem. Tornou-se evidente as possibilidades que
os MOOC oferecem diante dos desafios e limitações que professores vêm enfrentando acerca das tecnologias na educação. Dessa forma, compreende-se que a realização de oficinas de cursos MOOC sob a perspectiva da sala da aula invertida contribuiu com a formação docente continuada dentro de um contexto de ensino remoto e, posteriormente, híbrido.",MOOC,Sala de aula invertida,Tecnologias educacionais,ND,ND
06/07/2023 17:27:58,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",O USO DA GAMIFICAÇÃO EM TEMPOS DE PANDEMIA: CONCEPÇÕES DE DOCENTES SOBRE O USO DO KAHOOT COMO INSTRUMENTO EFETIVO PARA MOTIVAÇÃO E APRENDIZAGEM DOS ALUNOS.,"A pandemia da COVID-19 trouxe um desafio acadêmico e pedagógico inédito que levou à evolução do ensino on-line como uma ferramenta imprescindível para a educação. Usar jogos como objetivo pedagógico de aprendizado não é uma ideia nova. Entre as décadas de 70 e 80, os jogos tiveram sua popularidade aumentada como forma de entretenimento. Hoje em dia, os jogos se tornaram um recurso poderoso da indústria do entretenimento. Os jogos estão cada vez mais inseridos na sociedade contemporânea e cada vez mais presentes na área da educação. Dentre as ferramentas de
Ensino on-line temos o Kahoot. O nosso estu o teve como objetivo verificar as concepções de professores do ensino básico sobre as contribuições pedagógicas do Kahoot como ferramenta de ensino durante a pandemia da COVID-19. Os docentes entrevistados utilizaram a plataforma durante a pandemia para tentar melhorar o engajamento e motivação dos alunos neste período.",Kahoot,pandemia,COVID-19,motivação ,ND
06/07/2023 17:29:00,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",O USO DO GÊNERO DIGITAL MEME EM AULAS DE LÍNGUA PORTUGUESA DURANTE A PANDEMIA DO CORONAVÍRUS,"O uso das Tecnologias de Informação e Comunicação (TICs) tem sido constante na sociedade hodierna, sendo possível perceber a informatização em todos os setores, seja no âmbito profissional ou pessoal. A pandemia do coronavírus acelerou a implementação das tecnologias digitais, pois o distanciamento social impossibilitou que pessoas realizassem seus trabalhos presencialmente. Neste contexto, o objetivo do estudo é avaliar as contribuições do uso dos gêneros digitais para o ensino/aprendizagem da língua portuguesa. Para responder a este objetivo, inicialmente, realizou-se uma revisão bibliográfica sobre gêneros digitais. Posteriormente, uma pesquisa-ação com alunos dos 2º e 3º anos do ensino médio, com elaboração de memes. Os resultados encontrados demonstraram que os alunos possuem conhecimento sobre os gêneros digitais, especificamente, sobre o uso de memes, entretanto, eles não possuem interesse pela elaboração deste gênero como prática escolar. Conclui-se, enfim, que embora os gêneros digitais sejam usados pelos adolescentes como entretenimento, é necessário elaborar estratégias para a implantação pedagógica destes. Esta ação torna-se necessária, pois os adolescentes, muitas vezes, usam as tecnologias digitais sem refletirem criticamente.",Ensino Médio, Ensino Remoto Emergencial, Gêneros Digitais, Língua Portuguesa,ND
06/07/2023 17:29:41,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",O USO DO GRAPHOGAME BRASIL NO PROCESSO DE ALFABETIZAÇÃO E LETRAMENTO DE CRIANÇAS COM AUTISMO,"O presente trabalho se constitui como desdobramento das vivências da pesquisadora enquanto professora de apoio/sala de recursos de crianças e adolescentes público da Educação Especial da Rede Estadual de Educação do Estado de Minas Gerais e como Psicopedagoga Clínica. O objetivo do presente relato de experiência é apresentar o aplicativo GraphoGame, traduzido e adaptado para a realidade brasileira, no processo de alfabetização e letramento de uma criança de oito anos, diagnosticada com o Transtorno do Espectro do Autismo (TEA). Crianças com o TEA podem apresentar certas características que vão demandar estratégias diferenciadas no processo de alfabetização e
letramento. Dessa forma, utilizou-se, neste processo, o GraphoGame, em consultório psicopedagógico, 3 vezes por semana, em sessões aproximadas de 50 min, durante sete meses. Foram realizadas avaliações que possibilitaram verificar os déficits da criança (pré-intervenção) e os ganhos (pósintervenção) em termos educacionais, com a utilização do aplicativo. Espera-se, dessa forma, que este relato incentive a utilização desse recurso de TIC no processo de alfabetização e letramento de crianças com o TEA.",Alfabetização,Letramento,Autismo,Tecnologias de Informação e Comunicação,ND
06/07/2023 17:32:59,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PERSPECTIVAS DE UM GRUPO DE ESTUDANTES DO ENSINO MÉDIO SOBRE O USO DE LIVRO DIDÁTICO E MOODLE EM AULAS DE INGLÊS FACE-A-FACE ANTES DA PANDEMIA,"This paper investigates the impact of the adoption of online Moodle-based activities on the learning outcomes of a group of 31 high-school students at a public educational institution in Brazil in 2019. Through a mix of textbook-based and Moodle-based activities, most of the students showed a preference for the use of Moodle and high levels of improvement in English as a Foreign Language.",Moodle,EFL,textbook,ND,ND
06/07/2023 17:34:28,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PLATAFORMA INTELIGENTE PARA ANÁLISE E COMBATE A EVASÃO NA EDUCAÇÃO A DISTÂNCIA,"Com o avanço crescente das tecnologias digitais atrelado ao processo de ensino e aprendizagem nos ambientes educacionais, relacionados com a Educação a Distância (EAD), observa-se a iminente necessidade de darmos atenção ao tema evasão. Embora a evasão escolar seja bastante complexa, dados mostram que os maiores índices de evasão estão associados à EAD, superando os números apresentados pelo ensino presencial. A presente pesquisa se situa no contexto dos cursos a distância para entender o processo de evasão dos estudantes a partir de dados extraídos das interações no
ambiente virtual aprendizagem - AVA. Nesta perspectiva, o objetivo geral desta pesquisa é: desenvolver uma plataforma integrada ao AVA Moodle que seja capaz de identificar e apresentar em dashboards, gráficos e dados tabulados, os perfis de estudantes em risco de evasão, propiciando à equipe gestora informações para a tomada de decisão no combate e minimização dos índices de evasão no âmbito da educação a distância. Para a concepção da plataforma, foi usada a metodologia de Design Centrado no Usuário, apoiada no uso da ferramenta Project Model Canvas, com envolvimento das equipes gestora e pedagógica da instituição de ensino parceira nesta pesquisa. Neste artigo, apresentamos o primeiro protótipo da plataforma em desenvolvimento. ",Evasão, Educação a distância, Ferramenta de software,ND,ND
06/07/2023 17:35:21,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PRÁTICAS CAMILIANAS: UM ESTUDO DE CASO DE DISCIPLINA HIBRÍDA DO CENTRO UNIVERSITÁRIO SÃO CAMILO,"Como são selecionadas os materiais, as atividades e as mídias que são utilizadas em um curso online?
Será que existe um padrão a ser adotado? Ou será melhor seguir com base no instinto do docente ao
desenvolver um material didático de uma disciplina e/ou curso online? Este artigo tem como objetivo
analisar o processo de decisão de desenvolvimentos dos materiais, mídias e atividades que foram
desenvolvidas para uma disciplina hibrida do curso de graduação em Enfermagem do Centro
Universitário São Camilo. Por meio da pesquisa bibliográfica e da observação participante o presente
estudo foi desenvolvido. Os resultados demonstraram que os conhecimentos sobre o público alvo do
curso tornam as decisões de escolhas de como desenvolver uma disciplina eficiente e dessa maneira os
objetivos educacionais são atingidos adequadamente.",Materiais,Atividades,Mídias,EAD,Curso online
06/07/2023 17:36:27,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PRÁTICAS PEDAGÓGICAS COM JOGOS DIGITAIS NA EDUCAÇÃO NO PERÍODO DA PANDEMIA DA COVID-19: UMA REVISÃO DE ESCOPO,"O presente artigo foi elaborado com o objetivo de investigar estudos acerca das práticas pedagógicas com jogos digitais na educação durante o período da pandemia da Covid-19. Para a fundamentação teórica utilizamos Fantin (2006) que conceitua mídias, Ramos e Cruz (2021) que tratam da aprendizagem a partir de jogos digitais, com distinção para o uso destes na pandemia e Ramos et al. (2022) como guia para a realização desta revisão de escopo. Zabala (1998), por sua vez, é utilizado para a análise dos artigos encontrados na revisão, tendo-se em consideração sua visão holística dos conteúdos. Como metodologia, realizamos uma revisão de escopo, respondendo a questionamentos sobre aumento, diminuição e efeitos das pesquisas sobre a adoção de jogos digitais na educação. Concluiu-se, de acordo com os achados, que a pesquisa cresceu, na vigência da pandemia, como forma de mediar e alcançar os alunos, de maneira significativa e dinâmica para a aprendizagem nos diversos níveis de ensino, com ênfase no ensino superior.

",Revisão de escopo,Jogos digitais,Mídias,Pandemia,Práticas pedagógicas
06/07/2023 17:37:54,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",POTENCIALIDADES E DESAFIOS DA LINGUAGEM DE PROGRAMAÇÃO PARA EDUCAÇÃO INFANTIL SCRATCHJR,"A pesquisa tem como objetivo propor recursos didáticos para os professores, referentes ao ensino de programação para crianças apoiados com a ferramenta ScratchJr alinhadas ao currículo mediante a sua maturidade relacionado ao uso das tecnologias e a maturidade dos recursos tecnológicos que a escola possui Para isso, foi feito um mapeamento das atividades presentes na base de dados do “ScratchJr Connection”, que é uma plataforma livre, colaborativa com atividades e planos de aulas construídas com o apoio da ferramenta ScracthJr. A pesquisa em questão busca contribuir com a experimentação de atividades propostas no ensino de tecnologias e computação pontuando seus pontos positivos, as limitações encontradas sugerindo assim adaptações para atender o contexto real das escolas. Como resultado foi mapeado atividades em potenciais para aulas alinhadas com a BNCC para apoio de criação de novas atividades utilizando a ferramenta ScratchJr.

",Pensamento Computacional,Educação Infantil,ScratchJr,ND,ND
06/07/2023 17:38:30,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PRODUÇÃO DE VÍDEOS COM CONTEÚDO MATEMÁTICO: TRANSPOSIÇÃO DIDÁTICA DE PROBLEMAS DO LIVRO PARA O VÍDEO,"As tecnologias agregam novas possibilidades à comunicação, em particular, à comunicação matemática, pelo seu potencial para combinação de recursos. Os problemas matemáticos ganham um formato mais atrativo quando são veiculados por meio de vídeos. Nesta pesquisa que se encontra em andamento, busca-se analisar como a escolha e combinação de recursos semióticos influenciam a comunicação da Matemática quando, por meio da transposição didática, transforma-se problemas matemáticos do livro didático em discurso matemático digital. Trata-se de uma pesquisa com design qualitativo em que são utilizados como procedimentos o registro em notas de campos e o questionamento pelos pares. A abordagem teórica que fundamenta a pesquisa é a Sistêmico Funcional- Análise do Discurso Multimodal, com ênfase na noção de multimodalidade. A pesquisa se encontra na fase de produção dos vídeos, que estão sendo realizadas a partir do modelo de roteiro produzido na primeira fase da pesquisa e que tem o seu processo de elaboração apresentado neste artigo. Na primeira parte da pesquisa, observou-se na elaboração do roteiro a possibilidade de exploração de combinação de recursos semióticos em todas as etapas da construção do discurso matemático digital, além da necessidade de um planejamento pautado em objetivos educacionais, sendo este pensado como um recurso que deve promover a reflexão.

",Multimodalidade,Vídeos com conteúdo matemático,Livro didático,ND,ND
06/07/2023 17:39:12,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PROJETO DIDÁTICO A SACOLA VIAJANTE: OS CANTINHOS DA SALA DE AULA EM CASA,"O presente artigo apresenta um relato de experiência relacionado ao projeto didático A sacola viajante, realizado em contexto de ensino remoto, em virtude da pandemia da covid-19, com crianças dos anos iniciais do Ensino Fundamental, em ciclo de alfabetização, de junho a dezembro de 2020. Apresentamos o que foi proposto, quais os objetivos ligados ao Currículo do Município em que o projeto se desenvolveu (SÃO JOSÉ DOS CAMPOS, 2021) e à Base Nacional Comum Curricular – BNCC (BRASIL, 2018) e os resultados observados. Foi contemplado o desenvolvimento de habilidades de leitura, escrita e matemática. Mesmo partindo de um contexto novo e desafiador, foi possível criar uma estratégia para adaptar os cantinhos da sala de aula nas casas das crianças e proporcionar a elas um ensino significativo, garantindo situações de aprendizagem e mediação dos professores. Conclui-se que as metodologias ativas usadas nesse Projeto foram de grande valia para a aprendizagem das crianças, e seu relato pode inspirar outros professores a desenvolver projetos similares e bem-sucedidos.

",Leitura,Escrita,Habilidades matemáticas,Ensino remoto,ND
06/07/2023 17:40:25,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",PROPOSTA DE UM CURSO PARA QUALIFICAÇÃO DOCENTE SOBRE A UTILIZAÇÃO DA PLATAFORMA MOODLE JUNTO ÀS ESTRATÉGIAS PEDAGÓGICAS DE DIFERENTES CURSOS PRESENCIAIS DE UMA IES DO SUL DO BRASIL,"Este trabalho apresenta um estudo sobre os resultados da aplicação de um curso de capacitação docente para a utilização da Plataforma Moodle junto às estratégias pedagógicas adotadas no ensino presencial de uma IES do sul do Brasil. O objetivo deste curso foi capacitar docentes para a utilização de recursos tecnológicos presentes nas estratégias docentes de ensino, promovendo situações que focalizam a aprendizagem e resultam numa melhoria no desempenho docentes. O desenvolvimento do presente curso se deu pela necessidade de aprimorar o modo como os docentes assimilam, refletem e criam estratégias para as mudanças em suas práticas pedagógicas, bem como de trabalhar possibilidades de adequação e melhoria para a formação e uso das inovações tecnológicas na educação à distância (EaD). Em termos metodológicos, o foco do curso foi a utilização, por parte da comunidade docente, da plataforma Moodle no ensino presencial no contexto de uma IES. A carga horária estipulada para a realização do curso foi de 72 horas, alocadas em um período de dezoito semanas. Sendo que 64 horas foram distribuídas em atividades e encontros virtuais. No que diz respeito ao conteúdo conceitual do curso, a ementa contemplou a Fundamentação teórica e planejamento de desenvolvimento de AVEAs; Seleção e produção de recursos didáticos; Desenvolvimento de recursos didáticos e seus repositórios; Organização de conteúdos e ferramentas de avaliação; e Oficina de Utilização do Moodle na prática. Tais temas foram desmembrados em quatro módulos, e cada módulo foi subdividido em três unidades. Os resultados indicam que, de modo geral, o curso superou as expectativas da equipe mentora do projeto. Percebeu-se a relevância significativa dos conteúdos apresentados para os docentes que atuam no ensino presencial e que não contam com o apoio de uma equipe de produção de materiais didáticos nem designers para auxiliar na montagem de um ambiente virtual de ensino e aprendizagem, tão pouco contam a ajuda de tutores para apoiar o andamento de sua disciplina no presencial. Conclui-se que, em relação aos aspectos considerados mais relevantes ao sucesso da implantação do curso, as diferentes ferramentas de apoio ao seu desenvolvimento, facilitam o trabalho da equipe multidisciplinar, bem como dos professores, tutores e alunos.

",Planejamento na EaD,Estratégias pedagógicas,Moodle no ensino presencial,ND,ND
06/07/2023 17:41:07,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",REALIDADE AUMENTADA NO ENSINO DE GEOGRAFIA: PANORAMA MUNDIAL,"A Realidade Aumentada (RA) vem se consolidando como um excelente recurso tecnológico para cenários educacionais, auxiliando na compreensão e representação de temas abstratos. A RA através
da adição de elementos virtuais ao ambiente real pode contribuir na interação com os elementos de forma mais natural podendo apresentar benefícios no ensino de geografia por suas amplas possibilidades de aplicação. Neste contexto, este trabalho investigou os conteúdos e características das aplicações de RA no ensino de Geografia. A partir de uma revisão integrativa da literatura foram selecionados 18 artigos sobre ensino de geografia utilizando RA. Os resultados apresentaram uso de características variadas de RA no ensino de geografia: livro aumentado, marcadores, sandbox, mapas e movimentos da terra, entre outros. Conclui-se que a RA é uma ferramenta promissora para o ensino de geografia devido a suas amplas possibilidades de aplicação, contribuindo para o aprendizado e motivação dos alunos.", realidade aumentada,geografia,educação,ND,ND
06/07/2023 17:41:43,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",RECURSOS E FERRAMENTAS PARA APOIO AO PROCESSO DE ENSINO E APRENDIZAGEM DE PROGRAMAÇÃO DE COMPUTADORES NA EDUCAÇÃO BÁSICA: UM PANORAMA BRASILEIRO,"Este artigo apresenta um panorama Brasileiro dos recursos e ferramentas para apoio ao processo de ensino e aprendizagem de programação de computadores na educação básica por meio do desenvolvimento de um estudo de mapeamento sistemático da literatura (MSL). A partir da execução do protocolo MSL, pode-se recuperar inicialmente 445 estudos. Os estudos recuperados, foram selecionados com base em critérios estabelecidos no protocolo MSL desenvolvido, restando ao final desse processo 57 estudos selecionados. Em seguida, os estudos selecionados foram analisados com vistas a se responder as questões de pesquisa propostas. Com base nessa análise foi possível constatar que a ferramenta mais mencionada entre os estudos selecionados é o Scratch, sendo esse aplicado através de uma estratégia Prática/Hands On, em sua maioria no nível de ensino Fundamental, mais comumente em uma faixa etária de 10 a 15 anos na rede pública de ensino. Além disso, verificou-se que a maior contribuição relatada é a fácil manipulação e acesso para iniciantes e/ou rápido feedback e proporciona motivação para o aprendizado, bem como o aumento do interesse dos estudantes. Por outro lado, as principais dificuldades relatadas estão relacionadas a distração, idioma, imprecisão e/ou simplicidade da ferramenta.

",Ensino,Aprendizagem,Ferramentas,Programação,Educação Básica
06/07/2023 17:42:21,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",REDESIGN DE ATIVIDADES EM UM CURSO DE EXTENSÃO EM LÍNGUA INGLESA A DISTÂNCIA: O CASO ENGLISH E-3D,"As recentes mudanças no sistema educacional proporcionadas pela pandemia do COVID-19 evidenciam a necessidade de ampliar a pesquisa no ensino on-line, principalmente com relação à proposta de design de materiais didáticos digitais quando o ensino acontece totalmente a distância. No projeto LabEOn/UFSM, desde 2020 há uma equipe de tutores e docentes da UFSM que atuam na (re)elaboração dos materiais para as atividades oferecidas por meio do curso English Online 3D na plataforma Moodle. A partir da investigação de Gervásio (2019) sobre a necessidade de inserção de recursos mais dinâmicos na plataforma Moodle, percebeu-se a necessidade de readaptar os conteúdos encontrados nos diferentes níveis do curso E-3D. A presente pesquisa faz parte de uma pesquisa de dissertação em andamento sobre a (re)adaptação do conteúdo do curso para torná-lo acessível à modalidade EaD. O objetivo geral é investigar como o redesign do material didático do curso E-3D a distância contribui para propor diretrizes tecnológicas e pedagógicas para o ensino de línguas na modalidade EaD para orientar não só a atuação profissional de professores de inglês como designers de material didático digital, mas também para atuação como professor em serviço na modalidade EaD.

",ILA, Material Didático Digital,Diretrizes,EaD,ND
06/07/2023 17:43:18,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",RELATO DE EXPERIÊNCIA: DIVULGAÇÃO CIENTÍFICA NA ESCOLA PÚBLICA EM TEMPO PANDEMIA,"O distanciamento, o isolamento social e algumas medidas de proteção e restrição ao ensino presencial, devido a pandemia de COVID-19, que teve início em 2020, impôs um cenário de ensino remoto emergencial no Espírito Santo como no resto do país. Em resposta aos desafios surgidos, as instituições de ensino e, em especial os professores e estudantes, viram-se diante de
adaptações nas dinâmicas de ensino e aprendizagem. Neste contexto, relata-se aqui uma experiência de ensino remoto ocorrida durante o 1° trimestre de 2021 numa escola da rede pública estadual, em parceria com o programa de extensão da Universidade Federal do Espírito Santo denominado Show de Física. O material utilizado, era áudio, de aproximadamente 5 minutos, que se destinava a promover e despertar a curiosidade para a Ciência Física, abordando temas atuais da Ciência, numa linguagem acessível e disponível nas plataformas Spotify e YouTube. Este material foi apresentado aos estudantes desde o 9º ano do Ensino Fundamental até a 3ª série do Ensino Médio, numa atividade remota emergencial. Nela, os estudantes tiveram acesso ao conteúdo através da Sala Google e os áudios foram transcritos e impressos para aqueles sem acesso à Internet. A experiência teve êxito em promover as atitudes esperadas dos estudantes como se pode depreender dos relatos dos participantes destas atividades de ensino.",Ensino de Física,Ciência Física, Ensino Remoto, Tecnologia no Ensino, Podcast de Ciências
06/07/2023 17:44:49,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",RELATO DE EXPERIÊNCIA DO USO DA FERRAMENTA KAHOOT! NAS AULAS DE UM CURSO TÉCNICO EM INFORMÁTICA EM TEMPOS DE PANDEMIA,"Com o advento das tecnologias digitais, recursos educacionais de diversos tipos podem ser usados para enriquecer o conteúdo ministrado em sala de aula. Um desses recursos educacionais digitais é a ferramenta Kahoot!, que pode ser usada como uma nova estratégia pedagógica para facilitar a compreensão e assimilação dos conteúdos pelos alunos. Kahoot! é uma plataforma de aprendizado baseada em jogos, usada como tecnologia educacional em escolas e outras instituições de ensino. Este trabalho apresenta um relato de experiência do uso do Kahoot! nas disciplinas de Banco de Dados, Programação Orientada a Objetos e Desenvolvimento para Dispositivos Móveis de um curso técnico em Informática do Instituto Federal do Paraná - Campus Quedas do Iguaçu. Os kahoots foram elaborados com base no conteúdo das disciplinas e aplicados e avaliados ao longo da pandemia. O material que foi produzido pode ser usado por outros docentes da área em suas aulas. Com o desenvolvimento deste trabalho foi possível verificar que a ferramenta Kahoot! é um recurso digital interessante para o docente utilizar em sala de aula que agrega um senso de competição e colaboração entre os estudantes.",Kahoot,Gamificação,Jogos Digitais,ND,ND
06/07/2023 17:45:31,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",RELATO DE EXPERIÊNCIA NA EJA: UTILIZAÇÃO DE GAME E SIMULADOR NO ENSINO DE QUÍMICA RELACIONADO A PRODUÇÃO DE BIOCOMBUSTÍVEIS,"Dada a situação de aulas remotas causada pela pandemia do SARS-CoV-2, criaram-se estratégias para a interação dos discentes do Proeja em Agroindústria (IFG- Câmpus Itumbiara), perante a disciplina de Tecnologias de Produção do Biodiesel, como a utilização de games e simuladores. Para o conteúdo da reação de transesterificação, tratou-se das abordagens químicas: balanceamento, estequiometria e Princípio de Le Chatelier. Na metodologia, foram adotados o simulador PhET e o game Escape Room, assim como, slides, formulário diagnóstico e formulário de aquisição de conhecimento. Os resultados indicaram que a insatisfação com as aulas na modalidade remota pode estar relacionada com a dificuldade em dominar as tecnologias digitais utilizadas nas aulas. Ainda, a maioria dos discentes relatou concordar com a aplicação de jogos nas aulas, pois esses motivam e promovem a interação discente-discente e discente-docente. Perante os dados trazidos, se faz necessário trabalhar a motivação para aprender novas tecnologias digitais por parte dos sujeitos da EJA, pois precisarão dessa para enfrentar as exigências atuais do mercado de trabalho. Também, concluiu-se que na preparação das aulas da modalidade remota, deve-se fazer uma reflexão sobre ferramentas metodológicas capazes de instigar a interação dos alunos, como os games e simuladores, que se mostraram boas ferramentas para o ensino de química

",Biodiesel, Ensino de Química,EJA,Games,PhET
06/07/2023 17:46:20,"Eixo Temático 3 - Tecnologias de Mediação, Materiais didáticos e Conteúdos para o Ensino-Aprendizagem no contexto das TDIC",ROBÓTICA EM FOCO: ESTUDO DE CASO DE UMA AÇÃO DE APRENDIZAGEM ATIVA NO RETORNO ÀS AULAS PRESENCIAIS PÓS-PANDEMIA COVID-19,"Este trabalho apresenta um estudo de caso de uma ação de aprendizagem ativa no retorno às aulas presenciais pós-pandemia COVID-19. Essa ação se deu no contexto da Robótica Educacional, considerando três pilares básicos da robótica (eletrônica, mecânica e computação) para a realização de oficinas práticas. Ao fim da ação, foi realizada uma avaliação pelos alunos através de formulário online, que serviu de base para os resultados e discussões deste trabalho. Destaca-se a importância
desta ação para o aumento da motivação, do empenho e do interesse dos alunos, para diminuir os efeitos negativos do Ensino Remoto Emergencial. Destaca-se também a similaridade das respostas entre as diferentes turmas em que as oficinas foram aplicadas, indicando a possibilidade da aplicação da ação em condições semelhantes. Por fim, este trabalho também demonstra o potencial da Robótica Educacional, como ferramenta de ensino e estímulo à criatividade e ao engajamento dos alunos.",Robótica Educacional,Aprendizagem Ativa,Oficinas,ND,ND
